A	gherkin	Gherkin
A	git-ignore	Ignore List
A	git_attributes	Git Attributes
A	git_config	Git Config
A	gitattributes	Git Attributes
A	gitconfig	Git Config
A	gitignore	Ignore List
A	gitmodules	Git Config
A	glsl	GLSL
A	glyph	Glyph
A	glyph_bitmap_distribution_format	Glyph Bitmap Distribution Format
A	gn	GN
A	gnuplot	Gnuplot
A	go	Go
A	golang	Go
A	golo	Golo
A	gosu	Gosu
A	grace	Grace
A	gradle	Gradle
A	grammatical_framework	Grammatical Framework
A	graph_modeling_language	Graph Modeling Language
A	graphql	GraphQL
A	graphviz_(dot)	Graphviz (DOT)
A	groff	Roff
A	groovy	Groovy
A	groovy_server_pages	Groovy Server Pages
A	gsp	Groovy Server Pages
A	hack	Hack
A	haml	Haml
A	handlebars	Handlebars
A	haproxy	HAProxy
A	harbour	Harbour
A	haskell	Haskell
A	haxe	Haxe
A	hbs	Handlebars
A	hcl	HCL
A	hiveql	HiveQL
A	hlsl	HLSL
A	holyc	HolyC
A	html	HTML
A	html+django	HTML+Django
A	html+django/jinja	HTML+Django
A	html+ecr	HTML+ECR
A	html+eex	HTML+EEX
A	html+erb	HTML+ERB
A	html+jinja	HTML+Django
A	html+php	HTML+PHP
A	html+razor	HTML+Razor
A	html+ruby	RHTML
A	htmlbars	Handlebars
A	htmldjango	HTML+Django
A	http	HTTP
A	hxml	HXML
A	hy	Hy
A	hylang	Hy
A	hyphy	HyPhy
A	i7	Inform 7
A	idl	IDL
A	idris	Idris
A	ignore	Ignore List
A	ignore_list	Ignore List
A	igor	IGOR Pro
A	igor_pro	IGOR Pro
A	igorpro	IGOR Pro
A	inc	PHP
A	inform7	Inform 7
A	inform_7	Inform 7
A	ini	INI
A	inno_setup	Inno Setup
A	io	Io
A	ioke	Ioke
A	ipython_notebook	Jupyter Notebook
A	irc	IRC log
A	irc_log	IRC log
A	irc_logs	IRC log
A	isabelle	Isabelle
A	isabelle_root	Isabelle ROOT
A	j	J
A	jasmin	Jasmin
A	java	Java
A	java_properties	Java Properties
A	java_server_page	Groovy Server Pages
A	java_server_pages	Java Server Pages
A	javascript	JavaScript
A	javascript+erb	JavaScript+ERB
A	jflex	JFlex
A	jison	Jison
A	jison_lex	Jison Lex
A	jolie	Jolie
A	jruby	Ruby
A	js	JavaScript
A	json	JSON
A	json5	JSON5
A	json_with_comments	JSON with Comments
A	jsonc	JSON with Comments
A	jsoniq	JSONiq
A	jsonld	JSONLD
A	jsonnet	Jsonnet
A	jsp	Java Server Pages
A	jsx	JSX
A	julia	Julia
A	jupyter_notebook	Jupyter Notebook
A	kicad_layout	KiCad Layout
A	kicad_legacy_layout	KiCad Legacy Layout
A	kicad_schematic	KiCad Schematic
A	kit	Kit
A	kotlin	Kotlin
A	krl	KRL
A	labview	LabVIEW
A	lasso	Lasso
A	lassoscript	Lasso
A	latex	TeX
A	latte	Latte
A	lean	Lean
A	less	Less
A	lex	Lex
A	lfe	LFE
A	lhaskell	Literate Haskell
A	lhs	Literate Haskell
A	lilypond	LilyPond
A	limbo	Limbo
A	linker_script	Linker Script
A	linux_kernel_module	Linux Kernel Module
A	liquid	Liquid
A	lisp	Common Lisp
A	litcoffee	Literate CoffeeScript
A	literate_agda	Literate Agda
A	literate_coffeescript	Literate CoffeeScript
A	literate_haskell	Literate Haskell
A	live-script	LiveScript
A	livescript	LiveScript
A	llvm	LLVM
A	logos	Logos
A	logtalk	Logtalk
A	lolcode	LOLCODE
A	lookml	LookML
A	loomscript	LoomScript
A	ls	LiveScript
A	lsl	LSL
A	ltspice_symbol	LTspice Symbol
A	lua	Lua
A	m	M
A	m4	M4
A	m4sugar	M4Sugar
A	macruby	Ruby
A	make	Makefile
A	makefile	Makefile
A	mako	Mako
A	man	Roff
A	man-page	Roff
A	man_page	Roff
A	manpage	Roff
A	markdown	Markdown
A	marko	Marko
A	markojs	Marko
A	mask	Mask
A	mathematica	Mathematica
A	matlab	MATLAB
A	maven_pom	Maven POM
A	max	Max
A	max/msp	Max
A	maxmsp	Max
A	maxscript	MAXScript
A	mcfunction	mcfunction
A	mdoc	Roff
A	mediawiki	MediaWiki
A	mercury	Mercury
A	meson	Meson
A	metal	Metal
A	mf	Makefile
A	minid	MiniD
A	mirah	Mirah
A	mma	Mathematica
A	modelica	Modelica
A	modula-2	Modula-2
A	modula-3	Modula-3
A	module_management_system	Module Management System
A	monkey	Monkey
A	moocode	Moocode
A	moonscript	MoonScript
A	motorola_68k_assembly	Motorola 68K Assembly
A	mql4	MQL4
A	mql5	MQL5
A	mtml	MTML
A	muf	MUF
A	mumps	M
A	mupad	mupad
A	myghty	Myghty
A	nanorc	nanorc
A	nasm	Assembly
A	ncl	NCL
A	nearley	Nearley
A	nemerle	Nemerle
A	nesc	nesC
A	netlinx	NetLinx
A	netlinx+erb	NetLinx+ERB
A	netlogo	NetLogo
A	newlisp	NewLisp
A	nextflow	Nextflow
A	nginx	Nginx
A	nginx_configuration_file	Nginx
A	nim	Nim
A	ninja	Ninja
A	nit	Nit
A	nix	Nix
A	nixos	Nix
A	njk	HTML+Django
A	nl	NL
A	node	JavaScript
A	nroff	Roff
A	nsis	NSIS
A	nu	Nu
A	numpy	NumPy
A	nunjucks	HTML+Django
A	nush	Nu
A	nvim	Vim script
A	obj-c	Objective-C
A	obj-c++	Objective-C++
A	obj-j	Objective-J
A	objc	Objective-C
A	objc++	Objective-C++
A	objdump	ObjDump
A	objective-c	Objective-C
A	objective-c++	Objective-C++
A	objective-j	Objective-J
A	objectivec	Objective-C
A	objectivec++	Objective-C++
A	objectivej	Objective-J
A	objectpascal	Component Pascal
A	objectscript	ObjectScript
A	objj	Objective-J
A	ocaml	OCaml
A	octave	MATLAB
A	omgrofl	Omgrofl
A	oncrpc	RPC
A	ooc	ooc
A	opa	Opa
A	opal	Opal
A	opencl	OpenCL
A	openedge	OpenEdge ABL
A	openedge_abl	OpenEdge ABL
A	openrc	OpenRC runscript
A	openrc_runscript	OpenRC runscript
A	openscad	OpenSCAD
A	opentype_feature_file	OpenType Feature File
A	org	Org
A	osascript	AppleScript
A	ox	Ox
A	oxygene	Oxygene
A	oz	Oz
A	p4	P4
A	pan	Pan
A	pandoc	Markdown
A	papyrus	Papyrus
A	parrot	Parrot
A	parrot_assembly	Parrot Assembly
A	parrot_internal_representation	Parrot Internal Representation
A	pascal	Pascal
A	pasm	Parrot Assembly
A	pawn	Pawn
A	pcbnew	KiCad Layout
A	pep8	Pep8
A	perl	Perl
A	perl6	Perl 6
A	perl_6	Perl 6
A	php	PHP
A	pic	Pic
A	pickle	Pickle
A	picolisp	PicoLisp
A	piglatin	PigLatin
A	pike	Pike
A	pir	Parrot Internal Representation
A	plpgsql	PLpgSQL
A	plsql	PLSQL
A	pod	Pod
A	pod_6	Pod 6
A	pogoscript	PogoScript
A	pony	Pony
A	posh	PowerShell
A	postcss	PostCSS
A	postscr	PostScript
A	postscript	PostScript
A	pot	Gettext Catalog
A	pov-ray	POV-Ray SDL
A	pov-ray_sdl	POV-Ray SDL
A	povray	POV-Ray SDL
A	powerbuilder	PowerBuilder
A	powershell	PowerShell
A	processing	Processing
A	progress	OpenEdge ABL
A	prolog	Prolog
A	propeller_spin	Propeller Spin
A	protobuf	Protocol Buffer
A	protocol_buffer	Protocol Buffer
A	protocol_buffers	Protocol Buffer
A	public_key	Public Key
A	pug	Pug
A	puppet	Puppet
A	pure_data	Pure Data
A	purebasic	PureBasic
A	purescript	PureScript
A	pwsh	PowerShell
A	pycon	Python console
A	pyrex	Cython
A	python	Python
A	python3	Python
A	python_console	Python console
A	python_traceback	Python traceback
A	q	q
A	qmake	QMake
A	qml	QML
A	quake	Quake
A	r	R
A	racket	Racket
A	ragel	Ragel
A	ragel-rb	Ragel
A	ragel-ruby	Ragel
A	rake	Ruby
A	raml	RAML
A	rascal	Rascal
A	raw	Raw token data
A	raw_token_data	Raw token data
A	razor	HTML+Razor
A	rb	Ruby
A	rbx	Ruby
A	rdoc	RDoc
A	realbasic	REALbasic
A	reason	Reason
A	rebol	Rebol
A	red	Red
A	red/system	Red
A	redcode	Redcode
A	regex	Regular Expression
A	regexp	Regular Expression
A	regular_expression	Regular Expression
A	ren'py	Ren'Py
A	renderscript	RenderScript
A	renpy	Ren'Py
A	restructuredtext	reStructuredText
A	rexx	REXX
A	rhtml	RHTML
A	rich_text_format	Rich Text Format
A	ring	Ring
A	rmarkdown	RMarkdown
A	robotframework	RobotFramework
A	roff	Roff
A	roff_manpage	Roff Manpage
A	rouge	Rouge
A	rpc	RPC
A	rpcgen	RPC
A	rpm_spec	RPM Spec
A	rs-274x	Gerber Image
A	rscript	R
A	rss	XML
A	rst	reStructuredText
A	ruby	Ruby
A	runoff	RUNOFF
A	rust	Rust
A	rusthon	Python
A	sage	Sage
A	salt	SaltStack
A	saltstack	SaltStack
A	saltstate	SaltStack
A	sas	SAS
A	sass	Sass
A	scala	Scala
A	scaml	Scaml
A	scheme	Scheme
A	scilab	Scilab
A	scss	SCSS
A	sed	sed
A	self	Self
A	sh	Shell
A	shaderlab	ShaderLab
A	shell	Shell
A	shell-script	Shell
A	shellsession	ShellSession
A	shen	Shen
A	slash	Slash
A	slice	Slice
A	slim	Slim
A	smali	Smali
A	smalltalk	Smalltalk
A	smarty	Smarty
A	sml	Standard ML
A	smt	SMT
A	snippet	YASnippet
A	solidity	Solidity
A	sourcemod	SourcePawn
A	sourcepawn	SourcePawn
A	soy	Closure Templates
A	sparql	SPARQL
A	specfile	RPM Spec
A	spline_font_database	Spline Font Database
A	splus	R
A	sqf	SQF
A	sql	SQL
A	sqlpl	SQLPL
A	squeak	Smalltalk
A	squirrel	Squirrel
A	srecode_template	SRecode Template
A	ssh_config	SSH Config
A	stan	Stan
A	standard_ml	Standard ML
A	stata	Stata
A	ston	STON
A	stylus	Stylus
A	subrip_text	SubRip Text
A	sugarss	SugarSS
A	supercollider	SuperCollider
A	svelte	Svelte
A	svg	SVG
A	swift	Swift
A	systemverilog	SystemVerilog
A	tcl	Tcl
A	tcsh	Tcsh
A	tea	Tea
A	terra	Terra
A	terraform	HCL
A	tex	TeX
A	text	Text
A	textile	Textile
A	thrift	Thrift
A	ti_program	TI Program
A	tl	Type Language
A	tla	TLA
A	toml	TOML
A	troff	Roff
A	ts	TypeScript
A	tsql	TSQL
A	tsx	TSX
A	turing	Turing
A	turtle	Turtle
A	twig	Twig
A	txl	TXL
A	type_language	Type Language
A	typescript	TypeScript
A	udiff	Diff
A	unified_parallel_c	Unified Parallel C
A	unity3d_asset	Unity3D Asset
A	unix_assembly	Unix Assembly
A	uno	Uno
A	unrealscript	UnrealScript
A	ur	UrWeb
A	ur/web	UrWeb
A	urweb	UrWeb
A	vala	Vala
A	vb.net	Visual Basic
A	vbnet	Visual Basic
A	vcl	VCL
A	verilog	Verilog
A	vhdl	VHDL
A	vim	Vim script
A	vim_script	Vim script
A	viml	Vim script
A	visual_basic	Visual Basic
A	volt	Volt
A	vue	Vue
A	wasm	WebAssembly
A	wast	WebAssembly
A	wavefront_material	Wavefront Material
A	wavefront_object	Wavefront Object
A	wdl	wdl
A	web_ontology_language	Web Ontology Language
A	webassembly	WebAssembly
A	webidl	WebIDL
A	webvtt	WebVTT
A	winbatch	Batchfile
A	windows_registry_entries	Windows Registry Entries
A	wisp	wisp
A	wollok	Wollok
A	world_of_warcraft_addon_data	World of Warcraft Addon Data
A	wsdl	XML
A	x10	X10
A	x_bitmap	X BitMap
A	x_font_directory_index	X Font Directory Index
A	x_pixmap	X PixMap
A	xbase	xBase
A	xbm	X BitMap
A	xc	XC
A	xcompose	XCompose
A	xdr	RPC
A	xhtml	HTML
A	xml	XML
A	xml+genshi	Genshi
A	xml+kid	Genshi
A	xojo	Xojo
A	xpages	XPages
A	xpm	X PixMap
A	xproc	XProc
A	xquery	XQuery
A	xs	XS
A	xsd	XML
A	xsl	XSLT
A	xslt	XSLT
A	xten	X10
A	xtend	Xtend
A	yacc	Yacc
A	yaml	YAML
A	yang	YANG
A	yara	YARA
A	yas	YASnippet
A	yasnippet	YASnippet
A	yml	YAML
A	zap	ZAP
A	zeek	Zeek
A	zenscript	ZenScript
A	zephir	Zephir
A	zig	Zig
A	zil	ZIL
A	zimpl	Zimpl
A	zsh	Shell
E	1C Enterprise	.bsl	.os
E	ABAP	.abap
E	ABNF	.abnf
E	AGS Script	.asc	.ash
E	AMPL	.ampl	.mod
E	ANTLR	.g4
E	API Blueprint	.apib
E	APL	.apl	.dyalog
E	ASN.1	.asn	.asn1
E	ASP	.asp	.asax	.ascx	.ashx	.asmx	.aspx	.axd
E	ATS	.dats	.hats	.sats
E	ActionScript	.as
E	Ada	.adb	.ada	.ads
E	Adobe Font Metrics	.afm
E	Agda	.agda
E	Alloy	.als
E	Altium Designer	.outjob	.pcbdoc	.prjpcb	.schdoc
E	AngelScript	.as	.angelscript
E	ApacheConf	.apacheconf	.vhost
E	Apex	.cls
E	Apollo Guidance Computer	.agc
E	AppleScript	.applescript	.scpt
E	Arc	.arc
E	AsciiDoc	.asciidoc	.adoc	.asc
E	AspectJ	.aj
E	Assembly	.asm	.a51	.inc	.nasm
E	Asymptote	.asy
E	Augeas	.aug
E	AutoHotkey	.ahk	.ahkl
E	AutoIt	.au3
E	Awk	.awk	.auk	.gawk	.mawk	.nawk
E	Ballerina	.bal
E	Batchfile	.bat	.cmd
E	Befunge	.befunge
E	Bison	.bison
E	BitBake	.bb
E	Blade	.blade	.blade.php
E	BlitzBasic	.bb	.decls
E	BlitzMax	.bmx
E	Bluespec	.bsv
E	Boo	.boo
E	Brainfuck	.b	.bf
E	Brightscript	.brs
E	C	.c	.cats	.h	.idc
E	C#	.cs	.cake	.csx
E	C++	.cpp	.c++	.cc	.cp	.cxx	.h	.h++	.hh	.hpp	.hxx	.inc	.inl	.ino	.ipp	.re	.tcc	.tpp
E	C-ObjDump	.c-objdump
E	C2hs Haskell	.chs
E	CLIPS	.clp
E	CMake	.cmake	.cmake.in
E	COBOL	.cob	.cbl	.ccp	.cobol	.cpy
E	COLLADA	.dae
E	CSON	.cson
E	CSS	.css
E	CSV	.csv
E	CWeb	.w
E	Cabal Config	.cabal
E	Cap'n Proto	.capnp
E	CartoCSS	.mss
E	Ceylon	.ceylon
E	Chapel	.chpl
E	Charity	.ch
E	ChucK	.ck
E	Cirru	.cirru
E	Clarion	.clw
E	Clean	.icl	.dcl
E	Click	.click
E	Clojure	.clj	.boot	.cl2	.cljc	.cljs	.cljs.hl	.cljscm	.cljx	.hic
E	Closure Templates	.soy
E	CoNLL-U	.conllu	.conll
E	CoffeeScript	.coffee	._coffee	.cake	.cjsx	.iced
E	ColdFusion	.cfm	.cfml
E	ColdFusion CFC	.cfc
E	Common Lisp	.lisp	.asd	.cl	.l	.lsp	.ny	.podsl	.sexp
E	Common Workflow Language	.cwl
E	Component Pascal	.cp	.cps
E	Cool	.cl
E	Coq	.coq	.v
E	Cpp-ObjDump	.cppobjdump	.c++-objdump	.c++objdump	.cpp-objdump	.cxx-objdump
E	Creole	.creole
E	Crystal	.cr
E	Csound	.orc	.udo
E	Csound Document	.csd
E	Csound Score	.sco
E	Cuda	.cu	.cuh
E	Cycript	.cy
E	Cython	.pyx	.pxd	.pxi
E	D	.d	.di
E	D-ObjDump	.d-objdump
E	DIGITAL Command Language	.com
E	DM	.dm
E	DNS Zone	.zone	.arpa
E	DTrace	.d
E	Darcs Patch	.darcspatch	.dpatch
E	Dart	.dart
E	DataWeave	.dwl
E	Dhall	.dhall
E	Diff	.diff	.patch
E	Dockerfile	.dockerfile
E	Dogescript	.djs
E	Dylan	.dylan	.dyl	.intr	.lid
E	E	.e
E	EBNF	.ebnf
E	ECL	.ecl	.eclxml
E	ECLiPSe	.ecl
E	EJS	.ejs
E	EML	.eml	.mbox
E	EQ	.eq
E	Eagle	.sch	.brd
E	Easybuild	.eb
E	Ecere Projects	.epj
E	Edje Data Collection	.edc
E	Eiffel	.e
E	Elixir	.ex	.exs
E	Elm	.elm
E	Emacs Lisp	.el	.emacs	.emacs.desktop
E	EmberScript	.em	.emberscript
E	Erlang	.erl	.app.src	.es	.escript	.hrl	.xrl	.yrl
E	F#	.fs	.fsi	.fsx
E	F*	.fst
E	FIGlet Font	.flf
E	FLUX	.fx	.flux
E	Factor	.factor
E	Fancy	.fy	.fancypack
E	Fantom	.fan
E	Filebench WML	.f
E	Filterscript	.fs
E	Formatted	.for	.eam.fs
E	Forth	.fth	.4th	.f	.for	.forth	.fr	.frt	.fs
E	Fortran	.f90	.f	.f03	.f08	.f77	.f95	.for	.fpp
E	FreeMarker	.ftl
E	Frege	.fr
E	G-code	.g	.cnc	.gco	.gcode
E	GAMS	.gms
E	GAP	.g	.gap	.gd	.gi	.tst
E	GCC Machine Description	.md
E	GDB	.gdb	.gdbinit
E	GDScript	.gd
E	GLSL	.glsl	.fp	.frag	.frg	.fs	.fsh	.fshader	.geo	.geom	.glslv	.gshader	.shader	.tesc	.tese	.vert	.vrx	.vsh	.vshader
E	GN	.gn	.gni
E	Game Maker Language	.gml
E	Genie	.gs
E	Genshi	.kid
E	Gentoo Ebuild	.ebuild
E	Gentoo Eclass	.eclass
E	Gerber Image	.gbr	.gbl	.gbo	.gbp	.gbs	.gko	.gml	.gpb	.gpt	.gtl	.gto	.gtp	.gts
E	Gettext Catalog	.po	.pot
E	Gherkin	.feature
E	Git Config	.gitconfig
E	Glyph	.glf
E	Glyph Bitmap Distribution Format	.bdf
E	Gnuplot	.gp	.gnu	.gnuplot	.plot	.plt
E	Go	.go
E	Golo	.golo
E	Gosu	.gs	.gst	.gsx	.vark
E	Grace	.grace
E	Gradle	.gradle
E	Grammatical Framework	.gf
E	Graph Modeling Language	.gml
E	GraphQL	.graphql	.gql	.graphqls
E	Graphviz (DOT)	.dot	.gv
E	Groovy	.groovy	.grt	.gtpl	.gvy
E	Groovy Server Pages	.gsp
E	HAProxy	.cfg
E	HCL	.hcl	.tf	.tfvars	.workflow
E	HLSL	.hlsl	.cginc	.fx	.fxh	.hlsli
E	HTML	.html	.htm	.html.hl	.inc	.st	.xht	.xhtml
E	HTML+Django	.jinja	.jinja2	.mustache	.njk
E	HTML+ECR	.ecr
E	HTML+EEX	.eex
E	HTML+ERB	.erb	.erb.deface
E	HTML+PHP	.phtml
E	HTML+Razor	.cshtml	.razor
E	HTTP	.http
E	HXML	.hxml
E	Hack	.hh	.php
E	Haml	.haml	.haml.deface
E	Handlebars	.handlebars	.hbs
E	Harbour	.hb
E	Haskell	.hs	.hsc
E	Haxe	.hx	.hxsl
E	HiveQL	.q
E	HolyC	.hc
E	Hy	.hy
E	HyPhy	.bf
E	IDL	.pro	.dlm
E	IGOR Pro	.ipf
E	INI	.ini	.cfg	.lektorproject	.prefs	.pro	.properties
E	IRC log	.irclog	.weechatlog
E	Idris	.idr	.lidr
E	Ignore List	.gitignore
E	Inform 7	.ni	.i7x
E	Inno Setup	.iss
E	Io	.io
E	Ioke	.ik
E	Isabelle	.thy
E	J	.ijs
E	JFlex	.flex	.jflex
E	JSON	.json	.avsc	.geojson	.gltf	.har	.ice	.json-tmlanguage	.jsonl	.mcmeta	.tfstate	.tfstate.backup	.topojson	.webapp	.webmanifest	.yy	.yyp
E	JSON with Comments	.sublime-build	.sublime-commands	.sublime-completions	.sublime-keymap	.sublime-macro	.sublime-menu	.sublime-mousemap	.sublime-project	.sublime-settings	.sublime-theme	.sublime-workspace	.sublime_metrics	.sublime_session
E	JSON5	.json5
E	JSONLD	.jsonld
E	JSONiq	.jq
E	JSX	.jsx
E	Jasmin	.j
E	Java	.java
E	Java Properties	.properties
E	Java Server Pages	.jsp
E	JavaScript	.js	._js	.bones	.es	.es6	.frag	.gs	.jake	.jsb	.jscad	.jsfl	.jsm	.jss	.mjs	.njs	.pac	.sjs	.ssjs	.xsjs	.xsjslib
E	JavaScript+ERB	.js.erb
E	Jison	.jison
E	Jison Lex	.jisonlex
E	Jolie	.ol	.iol
E	Jsonnet	.jsonnet	.libsonnet
E	Julia	.jl
E	Jupyter Notebook	.ipynb
E	KRL	.krl
E	KiCad Layout	.kicad_pcb	.kicad_mod	.kicad_wks
E	KiCad Legacy Layout	.brd
E	KiCad Schematic	.sch
E	Kit	.kit
E	Kotlin	.kt	.ktm	.kts
E	LFE	.lfe
E	LLVM	.ll
E	LOLCODE	.lol
E	LSL	.lsl	.lslp
E	LTspice Symbol	.asy
E	LabVIEW	.lvproj
E	Lasso	.lasso	.las	.lasso8	.lasso9	.ldml
E	Latte	.latte
E	Lean	.lean	.hlean
E	Less	.less
E	Lex	.l	.lex
E	LilyPond	.ly	.ily
E	Limbo	.b	.m
E	Linker Script	.ld	.lds	.x
E	Linux Kernel Module	.mod
E	Liquid	.liquid
E	Literate Agda	.lagda
E	Literate CoffeeScript	.litcoffee
E	Literate Haskell	.lhs
E	LiveScript	.ls	._ls
E	Logos	.xm	.x	.xi
E	Logtalk	.lgt	.logtalk
E	LookML	.lookml	.model.lkml	.view.lkml
E	LoomScript	.ls
E	Lua	.lua	.fcgi	.nse	.p8	.pd_lua	.rbxs	.wlua
E	M	.mumps	.m
E	M4	.m4
E	M4Sugar	.m4
E	MATLAB	.matlab	.m
E	MAXScript	.ms	.mcr
E	MQL4	.mq4	.mqh
E	MQL5	.mq5	.mqh
E	MTML	.mtml
E	MUF	.muf	.m
E	Makefile	.mak	.d	.make	.mk	.mkfile
E	Mako	.mako	.mao
E	Markdown	.md	.markdown	.mdown	.mdwn	.mdx	.mkd	.mkdn	.mkdown	.ronn	.workbook
E	Marko	.marko
E	Mask	.mask
E	Mathematica	.mathematica	.cdf	.m	.ma	.mt	.nb	.nbp	.wl	.wlt
E	Max	.maxpat	.maxhelp	.maxproj	.mxt	.pat
